Weekly Income,Region,Value
"$500-$649 ($26,000-$33,799)",Montmorency - Briar Hill,65
"$650-$799 ($33,800-$41,599)",Montmorency - Briar Hill,214
"$800-$999 ($41,600-$51,999)",Montmorency - Briar Hill,198
"$1,000-$1,249 ($52,000-$64,999)",Montmorency - Briar Hill,0
"$1,250-$1,499 ($65,000-$77,999)",Montmorency - Briar Hill,0
"$1,500-$1,749 ($78,000-$90,999)",Montmorency - Briar Hill,3
"$1,750-$1,999 ($91,000-$103,999)",Montmorency - Briar Hill,0
"$2,000-$2,499 ($104,000-$129,999)",Montmorency - Briar Hill,12
"$2,500-$2,999 ($130,000-$155,999)",Montmorency - Briar Hill,9
"$3,000-$3,499 ($156,000-$181,999)",Montmorency - Briar Hill,7
"$3,500-$3,999 ($182,000-$207,999)",Montmorency - Briar Hill,7
"$4,000-$4,499 ($208,000-$233,999)",Montmorency - Briar Hill,7
"$4,500-$4,999 ($234,000-$259,999)",Montmorency - Briar Hill,5
"$5,000-$5,999 ($260,000-$311,999)",Montmorency - Briar Hill,6
"$6,000-$7,999 ($312,000-$415,999)",Montmorency - Briar Hill,0
"$8,000 or more ($416,000 or more)",Montmorency - Briar Hill,0
Partial income stated,Montmorency - Briar Hill,6
All incomes not stated,Montmorency - Briar Hill,0
Negative income,Montmorency - Briar Hill,0
Nil income,Montmorency - Briar Hill,0
"$1-$149 ($1-$7,799)",Montmorency - Briar Hill,0
"$150-$299 ($7,800-$15,599)",Montmorency - Briar Hill,0
"$300-$399 ($15,600-$20,799)",Montmorency - Briar Hill,0
"$400-$499 ($20,800-$25,999)",Montmorency - Briar Hill,0
"$500-$649 ($26,000-$33,799)",Montmorency - Briar Hill,0
"$650-$799 ($33,800-$41,599)",Montmorency - Briar Hill,0
"$800-$999 ($41,600-$51,999)",Montmorency - Briar Hill,0
"$1,000-$1,249 ($52,000-$64,999)",Montmorency - Briar Hill,0
"$1,250-$1,499 ($65,000-$77,999)",Montmorency - Briar Hill,0
"$1,500-$1,749 ($78,000-$90,999)",Montmorency - Briar Hill,3
"$1,750-$1,999 ($91,000-$103,999)",Montmorency - Briar Hill,3
"$2,000-$2,499 ($104,000-$129,999)",Montmorency - Briar Hill,5
"$2,500-$2,999 ($130,000-$155,999)",Montmorency - Briar Hill,5
"$3,000-$3,499 ($156,000-$181,999)",Montmorency - Briar Hill,3
"$3,500-$3,999 ($182,000-$207,999)",Montmorency - Briar Hill,8
"$4,000-$4,499 ($208,000-$233,999)",Montmorency - Briar Hill,3
"$4,500-$4,999 ($234,000-$259,999)",Montmorency - Briar Hill,7
"$5,000-$5,999 ($260,000-$311,999)",Montmorency - Briar Hill,5
"$6,000-$7,999 ($312,000-$415,999)",Montmorency - Briar Hill,0
"$8,000 or more ($416,000 or more)",Montmorency - Briar Hill,0
Partial income stated,Montmorency - Briar Hill,18
All incomes not stated,Montmorency - Briar Hill,0
Negative income,Montmorency - Briar Hill,0
Nil income,Montmorency - Briar Hill,0
"$1-$149 ($1-$7,799)",Montmorency - Briar Hill,0
"$150-$299 ($7,800-$15,599)",Montmorency - Briar Hill,0
"$300-$399 ($15,600-$20,799)",Montmorency - Briar Hill,0
"$400-$499 ($20,800-$25,999)",Montmorency - Briar Hill,0
"$500-$649 ($26,000-$33,799)",Montmorency - Briar Hill,0
"$650-$799 ($33,800-$41,599)",Montmorency - Briar Hill,0
"$800-$999 ($41,600-$51,999)",Montmorency - Briar Hill,0
"$1,000-$1,249 ($52,000-$64,999)",Montmorency - Briar Hill,0
"$1,250-$1,499 ($65,000-$77,999)",Montmorency - Briar Hill,0
"$1,500-$1,749 ($78,000-$90,999)",Montmorency - Briar Hill,0
"$1,750-$1,999 ($91,000-$103,999)",Montmorency - Briar Hill,0
"$2,000-$2,499 ($104,000-$129,999)",Montmorency - Briar Hill,0
"$2,500-$2,999 ($130,000-$155,999)",Montmorency - Briar Hill,0
"$3,000-$3,499 ($156,000-$181,999)",Montmorency - Briar Hill,0
"$3,500-$3,999 ($182,000-$207,999)",Montmorency - Briar Hill,0
"$4,000-$4,499 ($208,000-$233,999)",Montmorency - Briar Hill,0
"$4,500-$4,999 ($234,000-$259,999)",Montmorency - Briar Hill,0
"$5,000-$5,999 ($260,000-$311,999)",Montmorency - Briar Hill,0
"$6,000-$7,999 ($312,000-$415,999)",Montmorency - Briar Hill,0
"$8,000 or more ($416,000 or more)",Montmorency - Briar Hill,0
Partial income stated,Montmorency - Briar Hill,0
All incomes not stated,Montmorency - Briar Hill,0
Negative income,Montmorency - Briar Hill,0
Nil income,Montmorency - Briar Hill,0
"$1-$149 ($1-$7,799)",Montmorency - Briar Hill,0
"$150-$299 ($7,800-$15,599)",Montmorency - Briar Hill,0
"$300-$399 ($15,600-$20,799)",Montmorency - Briar Hill,0
"$400-$499 ($20,800-$25,999)",Montmorency - Briar Hill,0
"$500-$649 ($26,000-$33,799)",Montmorency - Briar Hill,0
"$650-$799 ($33,800-$41,599)",Montmorency - Briar Hill,0
"$800-$999 ($41,600-$51,999)",Montmorency - Briar Hill,0
"$1,000-$1,249 ($52,000-$64,999)",Montmorency - Briar Hill,0
"$1,250-$1,499 ($65,000-$77,999)",Montmorency - Briar Hill,0
"$1,500-$1,749 ($78,000-$90,999)",Montmorency - Briar Hill,0
"$1,750-$1,999 ($91,000-$103,999)",Montmorency - Briar Hill,0
"$2,000-$2,499 ($104,000-$129,999)",Montmorency - Briar Hill,0
"$2,500-$2,999 ($130,000-$155,999)",Montmorency - Briar Hill,0
"$3,000-$3,499 ($156,000-$181,999)",Montmorency - Briar Hill,0
"$3,500-$3,999 ($182,000-$207,999)",Montmorency - Briar Hill,0
"$4,000-$4,499 ($208,000-$233,999)",Montmorency - Briar Hill,0
"$4,500-$4,999 ($234,000-$259,999)",Montmorency - Briar Hill,0
"$5,000-$5,999 ($260,000-$311,999)",Montmorency - Briar Hill,0
"$6,000-$7,999 ($312,000-$415,999)",Montmorency - Briar Hill,0
"$8,000 or more ($416,000 or more)",Montmorency - Briar Hill,0
Partial income stated,Montmorency - Briar Hill,0
All incomes not stated,Montmorency - Briar Hill,0
Negative income,Montmorency - Briar Hill,0
Nil income,Montmorency - Briar Hill,0
"$1-$149 ($1-$7,799)",Montmorency - Briar Hill,0
"$150-$299 ($7,800-$15,599)",Montmorency - Briar Hill,0
"$300-$399 ($15,600-$20,799)",Montmorency - Briar Hill,0
"$400-$499 ($20,800-$25,999)",Montmorency - Briar Hill,0
"$500-$649 ($26,000-$33,799)",Montmorency - Briar Hill,0
"$650-$799 ($33,800-$41,599)",Montmorency - Briar Hill,0
"$800-$999 ($41,600-$51,999)",Montmorency - Briar Hill,0
"$1,000-$1,249 ($52,000-$64,999)",Montmorency - Briar Hill,0
"$1,250-$1,499 ($65,000-$77,999)",Montmorency - Briar Hill,0
"$1,500-$1,749 ($78,000-$90,999)",Montmorency - Briar Hill,0
"$1,750-$1,999 ($91,000-$103,999)",Montmorency - Briar Hill,0
"$2,000-$2,499 ($104,000-$129,999)",Montmorency - Briar Hill,0
"$2,500-$2,999 ($130,000-$155,999)",Montmorency - Briar Hill,0
"$3,000-$3,499 ($156,000-$181,999)",Montmorency - Briar Hill,0
"$3,500-$3,999 ($182,000-$207,999)",Montmorency - Briar Hill,0
"$4,000-$4,499 ($208,000-$233,999)",Montmorency - Briar Hill,0
"$4,500-$4,999 ($234,000-$259,999)",Montmorency - Briar Hill,0
"$5,000-$5,999 ($260,000-$311,999)",Montmorency - Briar Hill,0
"$6,000-$7,999 ($312,000-$415,999)",Montmorency - Briar Hill,0
"$8,000 or more ($416,000 or more)",Montmorency - Briar Hill,0
Partial income stated,Montmorency - Briar Hill,0
All incomes not stated,Montmorency - Briar Hill,0
Negative income,Montmorency - Briar Hill,0
Nil income,Montmorency - Briar Hill,0
"$1-$149 ($1-$7,799)",Montmorency - Briar Hill,0
"$150-$299 ($7,800-$15,599)",Montmorency - Briar Hill,0
"$300-$399 ($15,600-$20,799)",Montmorency - Briar Hill,0
"$400-$499 ($20,800-$25,999)",Montmorency - Briar Hill,0
"$500-$649 ($26,000-$33,799)",Montmorency - Briar Hill,0
"$650-$799 ($33,800-$41,599)",Montmorency - Briar Hill,0
"$800-$999 ($41,600-$51,999)",Montmorency - Briar Hill,0
"$1,000-$1,249 ($52,000-$64,999)",Viewbank - Yallambie,494
"$1,250-$1,499 ($65,000-$77,999)",Viewbank - Yallambie,429
"$1,500-$1,749 ($78,000-$90,999)",Viewbank - Yallambie,408
"$1,750-$1,999 ($91,000-$103,999)",Viewbank - Yallambie,383
"$2,000-$2,499 ($104,000-$129,999)",Viewbank - Yallambie,789
"$2,500-$2,999 ($130,000-$155,999)",Viewbank - Yallambie,533
"$3,000-$3,499 ($156,000-$181,999)",Viewbank - Yallambie,399
"$3,500-$3,999 ($182,000-$207,999)",Viewbank - Yallambie,274
"$4,000-$4,499 ($208,000-$233,999)",Viewbank - Yallambie,152
"$4,500-$4,999 ($234,000-$259,999)",Viewbank - Yallambie,137
"$5,000-$5,999 ($260,000-$311,999)",Viewbank - Yallambie,120
"$6,000-$7,999 ($312,000-$415,999)",Viewbank - Yallambie,64
"$8,000 or more ($416,000 or more)",Viewbank - Yallambie,4
Partial income stated,Viewbank - Yallambie,494
All incomes not stated,Viewbank - Yallambie,164
Negative income,Viewbank - Yallambie,10
Nil income,Viewbank - Yallambie,65
"$1-$149 ($1-$7,799)",Viewbank - Yallambie,34
"$150-$299 ($7,800-$15,599)",Viewbank - Yallambie,94
"$300-$399 ($15,600-$20,799)",Viewbank - Yallambie,156
"$400-$499 ($20,800-$25,999)",Viewbank - Yallambie,346
"$500-$649 ($26,000-$33,799)",Viewbank - Yallambie,243
"$650-$799 ($33,800-$41,599)",Viewbank - Yallambie,414
"$800-$999 ($41,600-$51,999)",Viewbank - Yallambie,385
"$1,000-$1,249 ($52,000-$64,999)",Viewbank - Yallambie,332
"$1,250-$1,499 ($65,000-$77,999)",Viewbank - Yallambie,294
"$1,500-$1,749 ($78,000-$90,999)",Viewbank - Yallambie,297
"$1,750-$1,999 ($91,000-$103,999)",Viewbank - Yallambie,304
"$2,000-$2,499 ($104,000-$129,999)",Viewbank - Yallambie,652
"$2,500-$2,999 ($130,000-$155,999)",Viewbank - Yallambie,500
"$3,000-$3,499 ($156,000-$181,999)",Viewbank - Yallambie,376
"$3,500-$3,999 ($182,000-$207,999)",Viewbank - Yallambie,221
"$4,000-$4,499 ($208,000-$233,999)",Viewbank - Yallambie,145
"$4,500-$4,999 ($234,000-$259,999)",Viewbank - Yallambie,130
"$5,000-$5,999 ($260,000-$311,999)",Viewbank - Yallambie,114
"$6,000-$7,999 ($312,000-$415,999)",Viewbank - Yallambie,65
"$8,000 or more ($416,000 or more)",Viewbank - Yallambie,5
Partial income stated,Viewbank - Yallambie,442
All incomes not stated,Viewbank - Yallambie,69
Negative income,Viewbank - Yallambie,9
Nil income,Viewbank - Yallambie,37
"$1-$149 ($1-$7,799)",Viewbank - Yallambie,11
"$150-$299 ($7,800-$15,599)",Viewbank - Yallambie,31
"$300-$399 ($15,600-$20,799)",Viewbank - Yallambie,22
"$400-$499 ($20,800-$25,999)",Viewbank - Yallambie,97
"$500-$649 ($26,000-$33,799)",Viewbank - Yallambie,93
"$650-$799 ($33,800-$41,599)",Viewbank - Yallambie,283
"$800-$999 ($41,600-$51,999)",Viewbank - Yallambie,256
"$1,000-$1,249 ($52,000-$64,999)",Viewbank - Yallambie,6
"$1,250-$1,499 ($65,000-$77,999)",Viewbank - Yallambie,8
"$1,500-$1,749 ($78,000-$90,999)",Viewbank - Yallambie,4
"$1,750-$1,999 ($91,000-$103,999)",Viewbank - Yallambie,7
"$2,000-$2,499 ($104,000-$129,999)",Viewbank - Yallambie,13
"$2,500-$2,999 ($130,000-$155,999)",Viewbank - Yallambie,13
"$3,000-$3,499 ($156,000-$181,999)",Viewbank - Yallambie,3
"$3,500-$3,999 ($182,000-$207,999)",Viewbank - Yallambie,9
"$4,000-$4,499 ($208,000-$233,999)",Viewbank - Yallambie,4
"$4,500-$4,999 ($234,000-$259,999)",Viewbank - Yallambie,3
"$5,000-$5,999 ($260,000-$311,999)",Viewbank - Yallambie,3
"$6,000-$7,999 ($312,000-$415,999)",Viewbank - Yallambie,0
"$8,000 or more ($416,000 or more)",Viewbank - Yallambie,0
Partial income stated,Viewbank - Yallambie,7
All incomes not stated,Viewbank - Yallambie,0
Negative income,Viewbank - Yallambie,0
Nil income,Viewbank - Yallambie,0
"$1-$149 ($1-$7,799)",Viewbank - Yallambie,0
"$150-$299 ($7,800-$15,599)",Viewbank - Yallambie,0
"$300-$399 ($15,600-$20,799)",Viewbank - Yallambie,0
"$400-$499 ($20,800-$25,999)",Viewbank - Yallambie,3
"$500-$649 ($26,000-$33,799)",Viewbank - Yallambie,0
"$650-$799 ($33,800-$41,599)",Viewbank - Yallambie,4
"$800-$999 ($41,600-$51,999)",Viewbank - Yallambie,3
"$1,000-$1,249 ($52,000-$64,999)",Viewbank - Yallambie,3
"$1,250-$1,499 ($65,000-$77,999)",Viewbank - Yallambie,9
"$1,500-$1,749 ($78,000-$90,999)",Viewbank - Yallambie,4
"$1,750-$1,999 ($91,000-$103,999)",Viewbank - Yallambie,3
"$2,000-$2,499 ($104,000-$129,999)",Viewbank - Yallambie,11
"$2,500-$2,999 ($130,000-$155,999)",Viewbank - Yallambie,6
"$3,000-$3,499 ($156,000-$181,999)",Viewbank - Yallambie,10
"$3,500-$3,999 ($182,000-$207,999)",Viewbank - Yallambie,12
"$4,000-$4,499 ($208,000-$233,999)",Viewbank - Yallambie,5
"$4,500-$4,999 ($234,000-$259,999)",Viewbank - Yallambie,3
"$5,000-$5,999 ($260,000-$311,999)",Viewbank - Yallambie,0
"$6,000-$7,999 ($312,000-$415,999)",Viewbank - Yallambie,3
"$8,000 or more ($416,000 or more)",Viewbank - Yallambie,0
Partial income stated,Viewbank - Yallambie,15
All incomes not stated,Viewbank - Yallambie,0
Negative income,Viewbank - Yallambie,0
Nil income,Viewbank - Yallambie,0
"$1-$149 ($1-$7,799)",Viewbank - Yallambie,0
"$150-$299 ($7,800-$15,599)",Viewbank - Yallambie,3
"$300-$399 ($15,600-$20,799)",Viewbank - Yallambie,0
"$400-$499 ($20,800-$25,999)",Viewbank - Yallambie,0
"$500-$649 ($26,000-$33,799)",Viewbank - Yallambie,0
"$650-$799 ($33,800-$41,599)",Viewbank - Yallambie,0
"$800-$999 ($41,600-$51,999)",Viewbank - Yallambie,0
"$1,000-$1,249 ($52,000-$64,999)",Viewbank - Yallambie,0
"$1,250-$1,499 ($65,000-$77,999)",Viewbank - Yallambie,0
"$1,500-$1,749 ($78,000-$90,999)",Viewbank - Yallambie,0
"$1,750-$1,999 ($91,000-$103,999)",Viewbank - Yallambie,0
"$2,000-$2,499 ($104,000-$129,999)",Viewbank - Yallambie,0
"$2,500-$2,999 ($130,000-$155,999)",Viewbank - Yallambie,0
"$3,000-$3,499 ($156,000-$181,999)",Viewbank - Yallambie,0
"$3,500-$3,999 ($182,000-$207,999)",Viewbank - Yallambie,0
"$4,000-$4,499 ($208,000-$233,999)",Viewbank - Yallambie,0
"$4,500-$4,999 ($234,000-$259,999)",Viewbank - Yallambie,0
"$5,000-$5,999 ($260,000-$311,999)",Viewbank - Yallambie,0
"$6,000-$7,999 ($312,000-$415,999)",Viewbank - Yallambie,0
"$8,000 or more ($416,000 or more)",Viewbank - Yallambie,0
Partial income stated,Viewbank - Yallambie,0
All incomes not stated,Viewbank - Yallambie,0
Negative income,Viewbank - Yallambie,0
Nil income,Viewbank - Yallambie,0
"$1-$149 ($1-$7,799)",Viewbank - Yallambie,0
"$150-$299 ($7,800-$15,599)",Viewbank - Yallambie,0
"$300-$399 ($15,600-$20,799)",Viewbank - Yallambie,0
"$400-$499 ($20,800-$25,999)",Viewbank - Yallambie,0
"$500-$649 ($26,000-$33,799)",Viewbank - Yallambie,0
"$650-$799 ($33,800-$41,599)",Viewbank - Yallambie,0
"$800-$999 ($41,600-$51,999)",Viewbank - Yallambie,0
"$1,000-$1,249 ($52,000-$64,999)",Viewbank - Yallambie,0
"$1,250-$1,499 ($65,000-$77,999)",Viewbank - Yallambie,0
"$1,500-$1,749 ($78,000-$90,999)",Viewbank - Yallambie,0
"$1,750-$1,999 ($91,000-$103,999)",Viewbank - Yallambie,0
"$2,000-$2,499 ($104,000-$129,999)",Viewbank - Yallambie,0
"$2,500-$2,999 ($130,000-$155,999)",Viewbank - Yallambie,0
"$3,000-$3,499 ($156,000-$181,999)",Viewbank - Yallambie,0
"$3,500-$3,999 ($182,000-$207,999)",Viewbank - Yallambie,0
"$4,000-$4,499 ($208,000-$233,999)",Viewbank - Yallambie,0
"$4,500-$4,999 ($234,000-$259,999)",Viewbank - Yallambie,0
"$5,000-$5,999 ($260,000-$311,999)",Viewbank - Yallambie,0
"$6,000-$7,999 ($312,000-$415,999)",Viewbank - Yallambie,0
"$8,000 or more ($416,000 or more)",Viewbank - Yallambie,0
Partial income stated,Viewbank - Yallambie,0
All incomes not stated,Viewbank - Yallambie,0
Negative income,Viewbank - Yallambie,0
Nil income,Viewbank - Yallambie,0
"$1-$149 ($1-$7,799)",Viewbank - Yallambie,0
"$150-$299 ($7,800-$15,599)",Viewbank - Yallambie,0
"$300-$399 ($15,600-$20,799)",Viewbank - Yallambie,0
"$400-$499 ($20,800-$25,999)",Viewbank - Yallambie,0
"$500-$649 ($26,000-$33,799)",Viewbank - Yallambie,0
"$650-$799 ($33,800-$41,599)",Viewbank - Yallambie,0
"$800-$999 ($41,600-$51,999)",Viewbank - Yallambie,0
"$1,000-$1,249 ($52,000-$64,999)",Viewbank - Yallambie,0
"$1,250-$1,499 ($65,000-$77,999)",Viewbank - Yallambie,0
"$1,500-$1,749 ($78,000-$90,999)",Viewbank - Yallambie,0
"$1,750-$1,999 ($91,000-$103,999)",Viewbank - Yallambie,0
"$2,000-$2,499 ($104,000-$129,999)",Viewbank - Yallambie,0
"$2,500-$2,999 ($130,000-$155,999)",Viewbank - Yallambie,0
"$3,000-$3,499 ($156,000-$181,999)",Viewbank - Yallambie,0
"$3,500-$3,999 ($182,000-$207,999)",Viewbank - Yallambie,0
"$4,000-$4,499 ($208,000-$233,999)",Viewbank - Yallambie,0
"$4,500-$4,999 ($234,000-$259,999)",Viewbank - Yallambie,0
"$5,000-$5,999 ($260,000-$311,999)",Viewbank - Yallambie,0
"$6,000-$7,999 ($312,000-$415,999)",Viewbank - Yallambie,0
"$8,000 or more ($416,000 or more)",Viewbank - Yallambie,0
Partial income stated,Viewbank - Yallambie,0
All incomes not stated,Viewbank - Yallambie,0
Negative income,Viewbank - Yallambie,0
Nil income,Viewbank - Yallambie,0
"$1-$149 ($1-$7,799)",Viewbank - Yallambie,0
"$150-$299 ($7,800-$15,599)",Viewbank - Yallambie,0
"$300-$399 ($15,600-$20,799)",Viewbank - Yallambie,0
"$400-$499 ($20,800-$25,999)",Viewbank - Yallambie,0
"$500-$649 ($26,000-$33,799)",Viewbank - Yallambie,0
"$650-$799 ($33,800-$41,599)",Viewbank - Yallambie,0
"$800-$999 ($41,600-$51,999)",Viewbank - Yallambie,0
"$1,000-$1,249 ($52,000-$64,999)",Watsonia,274
"$1,250-$1,499 ($65,000-$77,999)",Watsonia,208
"$1,500-$1,749 ($78,000-$90,999)",Watsonia,195
"$1,750-$1,999 ($91,000-$103,999)",Watsonia,214
"$2,000-$2,499 ($104,000-$129,999)",Watsonia,408
"$2,500-$2,999 ($130,000-$155,999)",Watsonia,277
"$3,000-$3,499 ($156,000-$181,999)",Watsonia,191
"$3,500-$3,999 ($182,000-$207,999)",Watsonia,116
"$4,000-$4,499 ($208,000-$233,999)",Watsonia,45
"$4,500-$4,999 ($234,000-$259,999)",Watsonia,46
"$5,000-$5,999 ($260,000-$311,999)",Watsonia,50
"$6,000-$7,999 ($312,000-$415,999)",Watsonia,16
"$8,000 or more ($416,000 or more)",Watsonia,3
Partial income stated,Watsonia,255
All incomes not stated,Watsonia,91
Negative income,Watsonia,3
Nil income,Watsonia,43
"$1-$149 ($1-$7,799)",Watsonia,26
"$150-$299 ($7,800-$15,599)",Watsonia,55
"$300-$399 ($15,600-$20,799)",Watsonia,86
"$400-$499 ($20,800-$25,999)",Watsonia,191
"$500-$649 ($26,000-$33,799)",Watsonia,135
"$650-$799 ($33,800-$41,599)",Watsonia,237
"$800-$999 ($41,600-$51,999)",Watsonia,241
"$1,000-$1,249 ($52,000-$64,999)",Watsonia,186
"$1,250-$1,499 ($65,000-$77,999)",Watsonia,155
"$1,500-$1,749 ($78,000-$90,999)",Watsonia,143
"$1,750-$1,999 ($91,000-$103,999)",Watsonia,178
"$2,000-$2,499 ($104,000-$129,999)",Watsonia,339
"$2,500-$2,999 ($130,000-$155,999)",Watsonia,257
"$3,000-$3,499 ($156,000-$181,999)",Watsonia,183
"$3,500-$3,999 ($182,000-$207,999)",Watsonia,97
"$4,000-$4,499 ($208,000-$233,999)",Watsonia,42
"$4,500-$4,999 ($234,000-$259,999)",Watsonia,46
"$5,000-$5,999 ($260,000-$311,999)",Watsonia,44
"$6,000-$7,999 ($312,000-$415,999)",Watsonia,14
"$8,000 or more ($416,000 or more)",Watsonia,3
Partial income stated,Watsonia,219
All incomes not stated,Watsonia,42
Negative income,Watsonia,3
Nil income,Watsonia,18
"$1-$149 ($1-$7,799)",Watsonia,16
"$150-$299 ($7,800-$15,599)",Watsonia,9
"$300-$399 ($15,600-$20,799)",Watsonia,10
"$400-$499 ($20,800-$25,999)",Watsonia,54
"$500-$649 ($26,000-$33,799)",Watsonia,50
"$650-$799 ($33,800-$41,599)",Watsonia,164
"$800-$999 ($41,600-$51,999)",Watsonia,157
"$1,000-$1,249 ($52,000-$64,999)",Watsonia,3
"$1,250-$1,499 ($65,000-$77,999)",Watsonia,3
"$1,500-$1,749 ($78,000-$90,999)",Watsonia,4
"$1,750-$1,999 ($91,000-$103,999)",Watsonia,0
"$2,000-$2,499 ($104,000-$129,999)",Watsonia,14
"$2,500-$2,999 ($130,000-$155,999)",Watsonia,4
"$3,000-$3,499 ($156,000-$181,999)",Watsonia,0
"$3,500-$3,999 ($182,000-$207,999)",Watsonia,3
"$4,000-$4,499 ($208,000-$233,999)",Watsonia,0
"$4,500-$4,999 ($234,000-$259,999)",Watsonia,0
"$5,000-$5,999 ($260,000-$311,999)",Watsonia,0
"$6,000-$7,999 ($312,000-$415,999)",Watsonia,0
"$8,000 or more ($416,000 or more)",Watsonia,0
Partial income stated,Watsonia,8
All incomes not stated,Watsonia,0
Negative income,Watsonia,0
Nil income,Watsonia,0
"$1-$149 ($1-$7,799)",Watsonia,0
"$150-$299 ($7,800-$15,599)",Watsonia,0
"$300-$399 ($15,600-$20,799)",Watsonia,0
"$400-$499 ($20,800-$25,999)",Watsonia,0
"$500-$649 ($26,000-$33,799)",Watsonia,0
"$650-$799 ($33,800-$41,599)",Watsonia,0
"$800-$999 ($41,600-$51,999)",Watsonia,3
"$1,000-$1,249 ($52,000-$64,999)",Watsonia,3
"$1,250-$1,499 ($65,000-$77,999)",Watsonia,0
"$1,500-$1,749 ($78,000-$90,999)",Watsonia,0
"$1,750-$1,999 ($91,000-$103,999)",Watsonia,5
"$2,000-$2,499 ($104,000-$129,999)",Watsonia,4
"$2,500-$2,999 ($130,000-$155,999)",Watsonia,7
"$3,000-$3,499 ($156,000-$181,999)",Watsonia,0
"$3,500-$3,999 ($182,000-$207,999)",Watsonia,3
"$4,000-$4,499 ($208,000-$233,999)",Watsonia,0
"$4,500-$4,999 ($234,000-$259,999)",Watsonia,0
"$5,000-$5,999 ($260,000-$311,999)",Watsonia,0
"$6,000-$7,999 ($312,000-$415,999)",Watsonia,3
"$8,000 or more ($416,000 or more)",Watsonia,0
Partial income stated,Watsonia,4
All incomes not stated,Watsonia,0
Negative income,Watsonia,0
Nil income,Watsonia,0
"$1-$149 ($1-$7,799)",Watsonia,0
"$150-$299 ($7,800-$15,599)",Watsonia,0
"$300-$399 ($15,600-$20,799)",Watsonia,0
"$400-$499 ($20,800-$25,999)",Watsonia,0
"$500-$649 ($26,000-$33,799)",Watsonia,0
"$650-$799 ($33,800-$41,599)",Watsonia,0
"$800-$999 ($41,600-$51,999)",Watsonia,0
"$1,000-$1,249 ($52,000-$64,999)",Watsonia,0
"$1,250-$1,499 ($65,000-$77,999)",Watsonia,0
"$1,500-$1,749 ($78,000-$90,999)",Watsonia,0
"$1,750-$1,999 ($91,000-$103,999)",Watsonia,0
"$2,000-$2,499 ($104,000-$129,999)",Watsonia,0
"$2,500-$2,999 ($130,000-$155,999)",Watsonia,0
"$3,000-$3,499 ($156,000-$181,999)",Watsonia,0
"$3,500-$3,999 ($182,000-$207,999)",Watsonia,0
"$4,000-$4,499 ($208,000-$233,999)",Watsonia,0
"$4,500-$4,999 ($234,000-$259,999)",Watsonia,0
"$5,000-$5,999 ($260,000-$311,999)",Watsonia,0
"$6,000-$7,999 ($312,000-$415,999)",Watsonia,0
"$8,000 or more ($416,000 or more)",Watsonia,0
Partial income stated,Watsonia,0
All incomes not stated,Watsonia,0
Negative income,Watsonia,0
Nil income,Watsonia,0
"$1-$149 ($1-$7,799)",Watsonia,0
"$150-$299 ($7,800-$15,599)",Watsonia,0
"$300-$399 ($15,600-$20,799)",Watsonia,0
"$400-$499 ($20,800-$25,999)",Watsonia,0
"$500-$649 ($26,000-$33,799)",Watsonia,0
"$650-$799 ($33,800-$41,599)",Watsonia,0
"$800-$999 ($41,600-$51,999)",Watsonia,0
"$1,000-$1,249 ($52,000-$64,999)",Watsonia,0
"$1,250-$1,499 ($65,000-$77,999)",Watsonia,0
"$1,500-$1,749 ($78,000-$90,999)",Watsonia,0
"$1,750-$1,999 ($91,000-$103,999)",Watsonia,0
"$2,000-$2,499 ($104,000-$129,999)",Watsonia,0
"$2,500-$2,999 ($130,000-$155,999)",Watsonia,0
"$3,000-$3,499 ($156,000-$181,999)",Watsonia,0
"$3,500-$3,999 ($182,000-$207,999)",Watsonia,0
"$4,000-$4,499 ($208,000-$233,999)",Watsonia,0
"$4,500-$4,999 ($234,000-$259,999)",Watsonia,0
"$5,000-$5,999 ($260,000-$311,999)",Watsonia,0
"$6,000-$7,999 ($312,000-$415,999)",Watsonia,0
"$8,000 or more ($416,000 or more)",Watsonia,0
Partial income stated,Watsonia,0
All incomes not stated,Watsonia,0
Negative income,Watsonia,0
Nil income,Watsonia,0
"$1-$149 ($1-$7,799)",Watsonia,0
"$150-$299 ($7,800-$15,599)",Watsonia,0
"$300-$399 ($15,600-$20,799)",Watsonia,0
"$400-$499 ($20,800-$25,999)",Watsonia,0
"$500-$649 ($26,000-$33,799)",Watsonia,0
"$650-$799 ($33,800-$41,599)",Watsonia,0
"$800-$999 ($41,600-$51,999)",Watsonia,0
"$1,000-$1,249 ($52,000-$64,999)",Watsonia,0
"$1,250-$1,499 ($65,000-$77,999)",Watsonia,0
"$1,500-$1,749 ($78,000-$90,999)",Watsonia,0
"$1,750-$1,999 ($91,000-$103,999)",Watsonia,0
"$2,000-$2,499 ($104,000-$129,999)",Watsonia,0
"$2,500-$2,999 ($130,000-$155,999)",Watsonia,0
"$3,000-$3,499 ($156,000-$181,999)",Watsonia,0
"$3,500-$3,999 ($182,000-$207,999)",Watsonia,0
"$4,000-$4,499 ($208,000-$233,999)",Watsonia,0
"$4,500-$4,999 ($234,000-$259,999)",Watsonia,0
"$5,000-$5,999 ($260,000-$311,999)",Watsonia,0
"$6,000-$7,999 ($312,000-$415,999)",Watsonia,0
"$8,000 or more ($416,000 or more)",Watsonia,0
Partial income stated,Watsonia,0
All incomes not stated,Watsonia,0
Negative income,Watsonia,0
Nil income,Watsonia,0
"$1-$149 ($1-$7,799)",Watsonia,0
